user_id,name,age,gender,city,income_bracket,product_id,product_name,category,brand,price_paid,rating_given,timestamp
819,Ishan Reddy,37,Male,Jaipur,Upper-Middle,1865,Tailspin Pet 304,Pets,Tailspin,5257.37,3.7,2024-09-23 08:50:04
313,Anaya Nair,37,Female,Pune,Middle,1367,PixelPeak Electronic 902,Electronics,PixelPeak,77851.03,3.5,2024-09-23 13:01:04
829,Nikhil Iyer,31,Male,Delhi,Upper-Middle,1535,Auralux Electronic 679,Electronics,Auralux,57649.25,4.6,2024-09-23 16:14:04
926,Diya Khan,34,Male,Jaipur,Middle,1285,CasaCore Home 372,Home,CasaCore,13730.3,4.0,2024-09-23 16:25:04
131,Vikram Patel,39,Male,Delhi,Middle,1170,Tailspin Pet 101,Pets,Tailspin,4659.76,4.2,2024-09-23 16:28:04
593,Tarun Reddy,36,Other,Pune,Middle,1245,Leaf&Line Book 488,Books,Leaf&Line,453.18,4.7,2024-09-23 17:06:04
779,Rohan Singh,26,Male,Chennai,Upper-Middle,1412,BluePine Fashion 756,Fashion,BluePine,4354.7,4.5,2024-09-23 18:12:04
646,Riya Singh,22,Other,Jaipur,Low,1848,Naturra Beauty 296,Beauty,Naturra,3022.37,3.9,2024-09-23 21:39:04
753,Zara Khan,18,Other,Mumbai,Middle,1093,RidePro Automotive 774,Automotive,RidePro,8686.22,3.0,2024-09-23 21:54:04
379,Shreya Nair,26,Female,Chennai,Lower-Middle,1809,Autonix Automotive 960,Automotive,Autonix,7304.93,4.9,2024-09-24 00:47:04
688,Ishan Nair,31,Female,Kolkata,Low,1142,GearGrid Automotive 890,Automotive,GearGrid,9714.69,4.9,2024-09-24 00:55:04
542,Kavya Iyer,27,Female,Ahmedabad,Lower-Middle,1176,PeakPro Sport 597,Sports,PeakPro,3301.83,4.9,2024-09-24 02:19:04
653,Tarun Khan,37,Female,Ahmedabad,Middle,1081,Electra Electronic 287,Electronics,Electra,44684.93,4.5,2024-09-24 02:40:04
624,Saanvi Sharma,23,Other,Bengaluru,Middle,1117,Lumine Beauty 869,Beauty,Lumine,1204.28,3.9,2024-09-24 03:27:04
861,Riya Nair,31,Other,Jaipur,Upper-Middle,1225,Saffra Fashion 633,Fashion,Saffra,1605.51,4.3,2024-09-24 04:57:04
107,Ishan Das,40,Male,Chennai,Lower-Middle,1134,Leaf&Line Book 278,Books,Leaf&Line,574.9,4.5,2024-09-24 05:12:04
458,Nikhil Khan,35,Male,Pune,Middle,1915,Athletiq Sport 142,Sports,Athletiq,12188.98,4.9,2024-09-24 06:01:04
573,Advika Patel,34,Other,Jaipur,Lower-Middle,1853,Quillhouse Book 322,Books,Quillhouse,1236.8,4.7,2024-09-24 07:36:04
240,Shreya Singh,32,Male,Kolkata,Upper-Middle,1228,Quillhouse Book 432,Books,Quillhouse,558.21,5.0,2024-09-24 10:20:04
34,Tarun Patel,29,Other,Hyderabad,Low,1615,GoodGrain Grocery 138,Grocery,GoodGrain,335.43,4.6,2024-09-24 12:43:04
451,Yash Singh,38,Female,Ahmedabad,Upper-Middle,1198,GoodGrain Grocery 263,Grocery,GoodGrain,158.43,4.1,2024-09-24 12:49:04
247,Ira Khan,22,Other,Jaipur,Lower-Middle,1507,Toyverse Toy 157,Toys,Toyverse,3584.86,4.6,2024-09-24 14:48:04
661,Aryan Reddy,48,Male,Kolkata,Low,1956,PlayPulse Toy 667,Toys,PlayPulse,983.69,4.3,2024-09-24 19:32:04
951,Aryan Singh,24,Male,Kolkata,Lower-Middle,1005,Quillhouse Book 433,Books,Quillhouse,779.01,4.8,2024-09-24 19:50:04
668,Anaya Mehta,35,Male,Kochi,Lower-Middle,1145,Nestica Home 218,Home,Nestica,3292.87,3.9,2024-09-24 21:02:04
437,Neeraj Khan,29,Other,Bengaluru,Middle,1298,Leaf&Line Book 943,Books,Leaf&Line,215.65,4.4,2024-09-24 21:33:04
862,Saanvi Mehta,32,Male,Delhi,Middle,1677,Tailspin Pet 651,Pets,Tailspin,2268.66,3.5,2024-09-24 23:57:04
141,Neeraj Mukherjee,37,Other,Mumbai,Lower-Middle,1406,Saffra Fashion 920,Fashion,Saffra,1776.99,4.8,2024-09-25 01:23:04
813,Shreya Sharma,45,Other,Kolkata,Middle,1137,PureGlow Beauty 326,Beauty,PureGlow,1259.98,4.6,2024-09-25 02:21:04
9,Diya Singh,41,Female,Hyderabad,Low,1025,SwiftFit Sport 361,Sports,SwiftFit,9325.73,3.9,2024-09-25 04:00:04
572,Nikhil Patel,37,Other,Kolkata,Low,1663,RoadRite Automotive 595,Automotive,RoadRite,1438.8,4.1,2024-09-25 05:20:04
114,Tarun Reddy,20,Other,Pune,Upper-Middle,1600,NovaTech Electronic 158,Electronics,NovaTech,61328.44,3.3,2024-09-25 07:14:04
183,Aryan Sharma,32,Other,Bengaluru,Lower-Middle,1166,Velora Fashion 135,Fashion,Velora,5603.47,3.8,2024-09-25 07:41:04
119,Anaya Khan,28,Other,Kolkata,Lower-Middle,1038,Furnio Home 527,Home,Furnio,23448.02,3.8,2024-09-25 08:37:04
286,Ishan Singh,34,Male,Mumbai,Upper-Middle,1285,CasaCore Home 372,Home,CasaCore,14299.24,3.8,2024-09-25 12:09:04
346,Kabir Sharma,30,Other,Delhi,Lower-Middle,1826,ZenWare Electronic 207,Electronics,ZenWare,27984.86,3.7,2024-09-25 15:31:04
453,Kabir Sharma,37,Female,Jaipur,Middle,1897,CasaCore Home 622,Home,CasaCore,15554.15,4.3,2024-09-25 17:42:04
193,Aryan Khan,26,Male,Kochi,Lower-Middle,1827,GreenBarn Grocery 392,Grocery,GreenBarn,323.6,3.3,2024-09-25 17:51:04
523,Advika Sharma,32,Male,Mumbai,Lower-Middle,1201,CasaCore Home 807,Home,CasaCore,9289.17,4.7,2024-09-25 18:37:04
131,Vikram Patel,39,Male,Delhi,Middle,1231,Quillhouse Book 361,Books,Quillhouse,894.74,4.9,2024-09-25 18:38:04
57,Advika Patel,36,Female,Bengaluru,Upper-Middle,1455,Furnio Home 738,Home,Furnio,22004.55,4.5,2024-09-25 20:39:04
647,Diya Patel,18,Male,Hyderabad,Upper-Middle,1625,RoadRite Automotive 432,Automotive,RoadRite,6835.21,4.7,2024-09-25 21:11:04
797,Vikram Reddy,32,Other,Hyderabad,Upper-Middle,1834,KiddiCo Toy 527,Toys,KiddiCo,4420.74,5.0,2024-09-25 21:41:04
248,Aarav Singh,39,Male,Kochi,Middle,1725,Strider Sport 357,Sports,Strider,1849.25,3.9,2024-09-25 22:35:04
523,Advika Sharma,32,Male,Mumbai,Lower-Middle,1904,RidePro Automotive 841,Automotive,RidePro,857.16,3.8,2024-09-25 23:53:04
897,Nikhil Nair,30,Other,Kochi,Middle,1592,DailyFresh Grocery 246,Grocery,DailyFresh,242.69,3.8,2024-09-26 00:52:04
858,Zara Mukherjee,18,Female,Pune,Low,1728,UrbanLeaf Fashion 708,Fashion,UrbanLeaf,4735.79,4.3,2024-09-26 06:30:04
23,Ishan Reddy,31,Other,Kochi,Middle,1874,PixelPeak Electronic 657,Electronics,PixelPeak,75247.68,3.1,2024-09-26 07:05:04
113,Diya Mehta,41,Male,Jaipur,Middle,1840,ZenWare Electronic 179,Electronics,ZenWare,39892.21,5.0,2024-09-26 09:10:04
716,Kavya Sharma,23,Female,Hyderabad,Low,1063,SwiftFit Sport 126,Sports,SwiftFit,4972.08,4.5,2024-09-26 09:36:04
636,Aarav Nair,24,Other,Hyderabad,Lower-Middle,1097,Tailspin Pet 871,Pets,Tailspin,163.46,3.9,2024-09-26 09:44:04
18,Shreya Nair,28,Female,Mumbai,Middle,1722,Naturra Beauty 738,Beauty,Naturra,2655.94,4.3,2024-09-26 12:21:04
578,Kabir Reddy,29,Female,Jaipur,Low,1631,TorqueX Automotive 385,Automotive,TorqueX,13787.54,4.3,2024-09-26 12:40:04
279,Shreya Reddy,38,Female,Jaipur,Upper-Middle,1514,PlayPulse Toy 212,Toys,PlayPulse,2143.18,4.3,2024-09-26 12:59:04
900,Shreya Sharma,33,Female,Mumbai,Lower-Middle,1206,Saffra Fashion 663,Fashion,Saffra,3136.72,4.3,2024-09-26 15:23:04
613,Anaya Khan,29,Female,Pune,High,1784,RoadRite Automotive 624,Automotive,RoadRite,9759.73,4.7,2024-09-26 16:53:04
251,Ira Sharma,37,Other,Mumbai,High,1308,Leaf&Line Book 861,Books,Leaf&Line,664.65,3.1,2024-09-26 17:35:04
89,Shreya Sharma,30,Male,Kochi,Lower-Middle,1598,Flexion Sport 722,Sports,Flexion,15695.28,3.5,2024-09-26 17:44:04
400,Riya Sharma,25,Female,Delhi,Lower-Middle,1112,PureFarm Grocery 595,Grocery,PureFarm,276.6,4.3,2024-09-26 18:24:04
19,Kavya Iyer,27,Other,Chennai,Low,1372,KiddiCo Toy 703,Toys,KiddiCo,2849.05,4.6,2024-09-26 18:53:04
789,Saanvi Das,43,Female,Chennai,Middle,1742,Auralux Electronic 131,Electronics,Auralux,56267.87,4.6,2024-09-26 21:10:04
24,Advika Nair,18,Male,Bengaluru,Middle,1902,NutriGo Grocery 862,Grocery,NutriGo,406.34,4.5,2024-09-26 22:56:04
456,Zara Sharma,34,Female,Ahmedabad,Low,1145,Nestica Home 218,Home,Nestica,4576.39,3.4,2024-09-27 00:49:04
534,Advika Nair,37,Other,Jaipur,Lower-Middle,1790,Funfinity Toy 536,Toys,Funfinity,2902.44,4.2,2024-09-27 02:08:04
475,Vikram Sharma,30,Female,Jaipur,Lower-Middle,1695,Electra Electronic 989,Electronics,Electra,39045.06,4.0,2024-09-27 02:21:04
635,Kabir Mehta,36,Male,Kochi,Middle,1666,PureFarm Grocery 600,Grocery,PureFarm,412.34,4.8,2024-09-27 03:06:04
430,Ishan Reddy,42,Other,Mumbai,Middle,1080,Strider Sport 777,Sports,Strider,5641.74,4.1,2024-09-27 05:05:04
7,Saanvi Iyer,32,Female,Bengaluru,Upper-Middle,1335,SwiftFit Sport 560,Sports,SwiftFit,4552.81,4.2,2024-09-27 05:30:04
563,Neeraj Singh,23,Other,Kochi,Middle,1766,GreenBarn Grocery 687,Grocery,GreenBarn,132.41,4.4,2024-09-27 07:25:04
258,Riya Sharma,37,Other,Hyderabad,High,1891,PureGlow Beauty 281,Beauty,PureGlow,1498.09,4.7,2024-09-27 07:31:04
462,Aryan Mehta,22,Female,Hyderabad,Lower-Middle,1923,Whiskerly Pet 930,Pets,Whiskerly,1875.27,4.5,2024-09-27 11:38:04
195,Zara Mukherjee,21,Other,Pune,Middle,1329,Toyverse Toy 338,Toys,Toyverse,1655.22,3.5,2024-09-27 15:35:04
284,Aarav Das,24,Other,Chennai,Low,1776,UrbanLeaf Fashion 438,Fashion,UrbanLeaf,2635.43,4.2,2024-09-27 18:01:04
901,Nikhil Das,29,Other,Pune,Middle,1862,UrbanLeaf Fashion 407,Fashion,UrbanLeaf,3912.39,4.8,2024-09-27 18:03:04
426,Aryan Nair,37,Female,Chennai,Middle,1837,Inkspire Book 272,Books,Inkspire,216.97,4.4,2024-09-27 18:07:04
64,Saanvi Singh,22,Other,Hyderabad,Lower-Middle,1997,GoodGrain Grocery 136,Grocery,GoodGrain,481.1,3.6,2024-09-27 19:17:04
690,Aarav Sharma,22,Other,Hyderabad,Lower-Middle,1081,Electra Electronic 287,Electronics,Electra,42401.87,4.5,2024-09-27 21:21:04
116,Shreya Mukherjee,45,Female,Ahmedabad,Low,1524,Quillhouse Book 722,Books,Quillhouse,787.71,4.5,2024-09-27 22:15:04
485,Yash Patel,25,Male,Kolkata,Middle,1866,Quillhouse Book 430,Books,Quillhouse,666.49,4.2,2024-09-27 22:57:04
79,Saanvi Mukherjee,44,Female,Delhi,Middle,1930,GoodGrain Grocery 734,Grocery,GoodGrain,137.35,4.3,2024-09-28 00:06:04
690,Aarav Sharma,22,Other,Hyderabad,Lower-Middle,1641,KiddiCo Toy 535,Toys,KiddiCo,4670.95,4.6,2024-09-28 00:36:04
23,Ishan Reddy,31,Other,Kochi,Middle,1840,ZenWare Electronic 179,Electronics,ZenWare,42762.82,4.5,2024-09-28 01:01:04
982,Aryan Sharma,28,Female,Bengaluru,Upper-Middle,1674,Quillhouse Book 594,Books,Quillhouse,433.97,4.3,2024-09-28 02:10:04
864,Kavya Iyer,31,Male,Hyderabad,Lower-Middle,1792,Homely Home 321,Home,Homely,2254.78,4.6,2024-09-28 03:51:04
319,Mira Khan,41,Female,Pune,Upper-Middle,1765,PetVibe Pet 251,Pets,PetVibe,4920.36,5.0,2024-09-28 04:40:04
417,Kabir Sharma,26,Female,Pune,Middle,1391,Velora Fashion 709,Fashion,Velora,4112.92,4.5,2024-09-28 04:41:04
974,Nikhil Reddy,40,Male,Mumbai,Middle,1517,Saffra Fashion 508,Fashion,Saffra,6700.67,4.4,2024-09-28 05:29:04
837,Zara Mukherjee,30,Other,Ahmedabad,Middle,1121,Flexion Sport 723,Sports,Flexion,4178.32,4.8,2024-09-28 06:18:04
642,Nikhil Reddy,36,Male,Chennai,Upper-Middle,1290,RidePro Automotive 444,Automotive,RidePro,13342.97,3.6,2024-09-28 07:41:04
582,Rohan Mukherjee,39,Other,Kolkata,Upper-Middle,1588,SwiftFit Sport 563,Sports,SwiftFit,9122.86,3.9,2024-09-28 08:28:04
116,Shreya Mukherjee,45,Female,Ahmedabad,Low,1448,ZenWare Electronic 763,Electronics,ZenWare,72830.58,3.7,2024-09-28 09:32:04
15,Advika Nair,18,Female,Ahmedabad,Middle,1023,Saffra Fashion 197,Fashion,Saffra,4126.9,4.4,2024-09-28 10:55:04
857,Aarav Mehta,31,Other,Bengaluru,Lower-Middle,1366,SwiftFit Sport 650,Sports,SwiftFit,3993.23,4.5,2024-09-28 13:41:04
64,Saanvi Singh,22,Other,Hyderabad,Lower-Middle,1713,StoryArc Book 467,Books,StoryArc,1445.69,5.0,2024-09-28 13:45:04
678,Vikram Reddy,24,Other,Jaipur,Upper-Middle,1074,Homely Home 627,Home,Homely,15879.14,4.0,2024-09-28 15:00:04
685,Mira Sharma,23,Male,Mumbai,Middle,1837,Inkspire Book 272,Books,Inkspire,181.51,4.3,2024-09-28 15:19:04
896,Riya Das,30,Other,Pune,High,1942,GlowGrid Home 288,Home,GlowGrid,10846.58,3.3,2024-09-28 15:50:04
777,Zara Das,26,Other,Bengaluru,Low,1304,PureFarm Grocery 820,Grocery,PureFarm,254.63,4.6,2024-09-28 16:10:04
779,Rohan Singh,26,Male,Chennai,Upper-Middle,1075,GlowGrid Home 593,Home,GlowGrid,12778.93,3.9,2024-09-28 17:55:04
168,Mira Iyer,34,Female,Chennai,Upper-Middle,1960,Strider Sport 654,Sports,Strider,1016.13,3.7,2024-09-28 19:52:04
836,Nikhil Khan,31,Female,Bengaluru,Middle,1817,ModeX Fashion 321,Fashion,ModeX,1215.84,4.7,2024-09-28 21:08:04
645,Ishan Mukherjee,37,Other,Pune,Upper-Middle,1703,Naturra Beauty 457,Beauty,Naturra,2406.37,4.5,2024-09-28 21:14:04
446,Diya Patel,35,Male,Chennai,Lower-Middle,1277,Strider Sport 496,Sports,Strider,14516.92,3.6,2024-09-28 21:43:04
546,Saanvi Mehta,24,Female,Ahmedabad,Lower-Middle,1375,Inkspire Book 190,Books,Inkspire,531.75,5.0,2024-09-28 23:55:04
951,Aryan Singh,24,Male,Kolkata,Lower-Middle,1457,Strider Sport 810,Sports,Strider,16209.07,4.3,2024-09-29 02:43:04
736,Riya Nair,24,Female,Hyderabad,Lower-Middle,1578,GoodGrain Grocery 420,Grocery,GoodGrain,398.43,3.9,2024-09-29 02:44:04
813,Shreya Sharma,45,Other,Kolkata,Middle,1122,PureGlow Beauty 614,Beauty,PureGlow,4417.64,3.8,2024-09-29 03:15:04
891,Ira Das,27,Female,Ahmedabad,Middle,1296,Auralux Electronic 647,Electronics,Auralux,66331.51,4.0,2024-09-29 04:10:04
137,Zara Nair,36,Other,Mumbai,Middle,1944,NutriGo Grocery 674,Grocery,NutriGo,358.64,3.6,2024-09-29 04:28:04
542,Kavya Iyer,27,Female,Ahmedabad,Lower-Middle,1817,ModeX Fashion 321,Fashion,ModeX,1336.07,3.8,2024-09-29 04:54:04
739,Advika Mehta,18,Female,Bengaluru,Low,1276,KiddiCo Toy 146,Toys,KiddiCo,4064.61,3.9,2024-09-29 08:34:04
922,Zara Khan,38,Male,Jaipur,Low,1371,Naturra Beauty 667,Beauty,Naturra,3159.27,3.9,2024-09-29 08:57:04
246,Mira Singh,41,Other,Delhi,Lower-Middle,1680,PureFarm Grocery 715,Grocery,PureFarm,484.5,3.1,2024-09-29 09:18:04
286,Ishan Singh,34,Male,Mumbai,Upper-Middle,1422,Lumine Beauty 833,Beauty,Lumine,1701.23,5.0,2024-09-29 09:56:04
202,Anaya Patel,20,Other,Bengaluru,Middle,1676,Autonix Automotive 358,Automotive,Autonix,533.33,3.4,2024-09-29 12:01:04
801,Tarun Khan,39,Other,Jaipur,Middle,1782,Silka Beauty 480,Beauty,Silka,1842.51,3.5,2024-09-29 12:59:04
109,Kavya Nair,29,Female,Kolkata,Middle,1757,PureGlow Beauty 147,Beauty,PureGlow,2142.42,4.3,2024-09-29 14:30:04
678,Vikram Reddy,24,Other,Jaipur,Upper-Middle,1401,Flexion Sport 407,Sports,Flexion,6032.78,4.0,2024-09-29 14:39:04
9,Diya Singh,41,Female,Hyderabad,Low,1050,Bloomly Beauty 671,Beauty,Bloomly,2929.98,4.8,2024-09-29 16:01:04
461,Kabir Mukherjee,22,Female,Ahmedabad,Upper-Middle,1502,JoyBox Toy 127,Toys,JoyBox,588.97,3.9,2024-09-29 16:29:04
844,Saanvi Iyer,26,Female,Jaipur,Middle,1731,Leaf&Line Book 689,Books,Leaf&Line,439.29,2.8,2024-09-29 17:57:04
825,Shreya Nair,29,Male,Mumbai,Middle,1301,Silka Beauty 517,Beauty,Silka,3681.75,5.0,2024-09-29 20:03:04
791,Aarav Khan,34,Other,Chennai,Middle,1634,Auralux Electronic 100,Electronics,Auralux,54897.29,2.6,2024-09-29 23:15:04
939,Neeraj Iyer,23,Female,Chennai,Upper-Middle,1380,TorqueX Automotive 937,Automotive,TorqueX,10423.73,4.7,2024-09-29 23:26:04
846,Zara Mehta,30,Male,Bengaluru,Middle,1154,NutriGo Grocery 775,Grocery,NutriGo,369.26,3.9,2024-09-30 00:20:04
604,Aryan Khan,31,Male,Kolkata,Upper-Middle,1033,Homely Home 695,Home,Homely,27278.3,3.9,2024-09-30 00:48:04
128,Ira Mehta,35,Other,Ahmedabad,Low,1947,Funfinity Toy 829,Toys,Funfinity,3085.51,4.6,2024-09-30 02:52:04
574,Rohan Nair,26,Other,Bengaluru,Low,1654,Nestica Home 183,Home,Nestica,25944.65,4.1,2024-09-30 03:10:04
132,Mira Reddy,23,Other,Kochi,Lower-Middle,1693,Autonix Automotive 792,Automotive,Autonix,8495.95,5.0,2024-09-30 03:16:04
975,Zara Nair,18,Female,Jaipur,Low,1499,Athletiq Sport 164,Sports,Athletiq,9146.39,3.7,2024-09-30 04:51:04
52,Vikram Iyer,40,Other,Ahmedabad,Low,1416,StoryArc Book 908,Books,StoryArc,296.44,4.8,2024-09-30 06:59:04
1,Nikhil Singh,34,Other,Hyderabad,Upper-Middle,1499,Athletiq Sport 164,Sports,Athletiq,7963.16,4.7,2024-09-30 07:53:04
963,Shreya Iyer,38,Other,Chennai,Middle,1532,UrbanLeaf Fashion 912,Fashion,UrbanLeaf,2460.93,3.6,2024-09-30 08:48:04
338,Aryan Iyer,47,Female,Mumbai,Lower-Middle,1174,UrbanLeaf Fashion 352,Fashion,UrbanLeaf,866.14,5.0,2024-09-30 10:03:04
910,Kabir Das,40,Other,Mumbai,Middle,1975,Homely Home 731,Home,Homely,33389.65,4.0,2024-09-30 10:29:04
137,Zara Nair,36,Other,Mumbai,Middle,1298,Leaf&Line Book 943,Books,Leaf&Line,214.63,3.8,2024-09-30 13:09:04
406,Nikhil Reddy,29,Female,Hyderabad,Middle,1866,Quillhouse Book 430,Books,Quillhouse,728.79,4.0,2024-09-30 14:25:04
108,Aryan Mehta,45,Female,Delhi,Middle,1705,GreenBarn Grocery 519,Grocery,GreenBarn,214.22,3.5,2024-09-30 16:43:04
647,Diya Patel,18,Male,Hyderabad,Upper-Middle,1760,FurEver Pet 110,Pets,FurEver,2397.15,3.3,2024-09-30 16:44:04
615,Tarun Khan,28,Male,Chennai,Lower-Middle,1636,DailyFresh Grocery 148,Grocery,DailyFresh,279.06,2.8,2024-09-30 18:18:04
281,Zara Reddy,31,Other,Kochi,Upper-Middle,1152,Leaf&Line Book 691,Books,Leaf&Line,1227.68,4.4,2024-09-30 19:07:04
997,Vikram Singh,22,Female,Jaipur,Upper-Middle,1063,SwiftFit Sport 126,Sports,SwiftFit,5117.13,3.7,2024-09-30 20:05:04
209,Yash Khan,27,Other,Ahmedabad,Middle,1645,Bloomly Beauty 282,Beauty,Bloomly,2626.98,5.0,2024-09-30 21:09:04
662,Aryan Mehta,21,Other,Mumbai,Low,1496,Nestica Home 366,Home,Nestica,8367.52,4.5,2024-09-30 22:01:04
191,Ira Reddy,33,Female,Jaipur,Middle,1452,Tailspin Pet 919,Pets,Tailspin,264.56,4.0,2024-09-30 22:19:04
899,Advika Nair,31,Other,Kochi,Upper-Middle,1234,SwiftFit Sport 348,Sports,SwiftFit,17536.36,5.0,2024-09-30 22:52:04
810,Yash Nair,44,Male,Ahmedabad,Middle,1325,FurEver Pet 795,Pets,FurEver,7294.99,5.0,2024-09-30 23:06:04
994,Kavya Singh,42,Male,Hyderabad,Low,1298,Leaf&Line Book 943,Books,Leaf&Line,241.34,4.9,2024-10-01 00:43:04
703,Anaya Iyer,37,Female,Hyderabad,Low,1983,RoadRite Automotive 282,Automotive,RoadRite,23675.68,3.5,2024-10-01 01:50:04
539,Anaya Sharma,37,Female,Delhi,Lower-Middle,1376,SwiftFit Sport 441,Sports,SwiftFit,5082.05,4.8,2024-10-01 02:53:04
187,Saanvi Sharma,29,Other,Bengaluru,Upper-Middle,1424,CasaCore Home 298,Home,CasaCore,3989.71,3.5,2024-10-01 06:16:04
789,Saanvi Das,43,Female,Chennai,Middle,1396,Athletiq Sport 759,Sports,Athletiq,18950.86,3.8,2024-10-01 07:08:04
941,Mira Khan,39,Male,Kochi,Lower-Middle,1579,TorqueX Automotive 214,Automotive,TorqueX,8467.73,2.7,2024-10-01 09:39:04
68,Neeraj Iyer,33,Female,Jaipur,Middle,1386,RoadRite Automotive 131,Automotive,RoadRite,16328.34,4.8,2024-10-01 10:22:04
660,Ishan Reddy,32,Other,Chennai,Upper-Middle,1624,PureGlow Beauty 152,Beauty,PureGlow,1982.51,3.5,2024-10-01 13:00:04
379,Shreya Nair,26,Female,Chennai,Lower-Middle,1460,Toyverse Toy 503,Toys,Toyverse,1614.89,5.0,2024-10-01 13:33:04
563,Neeraj Singh,23,Other,Kochi,Middle,1857,CasaCore Home 651,Home,CasaCore,13197.13,4.3,2024-10-01 14:41:04
246,Mira Singh,41,Other,Delhi,Lower-Middle,1231,Quillhouse Book 361,Books,Quillhouse,722.49,3.8,2024-10-01 15:38:04
67,Mira Nair,38,Female,Kolkata,Lower-Middle,1145,Nestica Home 218,Home,Nestica,4421.77,4.4,2024-10-01 15:50:04
913,Shreya Sharma,37,Other,Ahmedabad,High,1511,Auralux Electronic 405,Electronics,Auralux,56001.49,4.8,2024-10-01 16:08:04
448,Advika Nair,38,Male,Bengaluru,Lower-Middle,1375,Inkspire Book 190,Books,Inkspire,464.84,3.7,2024-10-01 17:43:04
38,Rohan Reddy,27,Other,Pune,High,1429,Toyverse Toy 885,Toys,Toyverse,3334.16,4.5,2024-10-01 18:16:04
773,Tarun Reddy,22,Female,Kochi,High,1985,Homely Home 469,Home,Homely,12709.75,4.1,2024-10-01 18:55:04
676,Kavya Das,18,Other,Kolkata,Lower-Middle,1638,Electra Electronic 989,Electronics,Electra,37564.21,4.0,2024-10-01 22:16:04
936,Vikram Nair,26,Female,Ahmedabad,Lower-Middle,1220,Athletiq Sport 686,Sports,Athletiq,3916.58,4.2,2024-10-01 23:06:04
651,Nikhil Mukherjee,35,Male,Chennai,Lower-Middle,1248,JoyBox Toy 766,Toys,JoyBox,1140.85,3.4,2024-10-02 02:44:04
608,Ira Mukherjee,35,Other,Hyderabad,Middle,1392,Strider Sport 439,Sports,Strider,2437.4,4.2,2024-10-02 02:48:04
46,Tarun Das,27,Female,Bengaluru,Lower-Middle,1828,Funfinity Toy 555,Toys,Funfinity,865.16,4.1,2024-10-02 03:29:04
575,Neeraj Patel,34,Other,Kolkata,Middle,1299,GearGrid Automotive 238,Automotive,GearGrid,21783.83,4.0,2024-10-02 03:33:04
497,Rohan Singh,27,Other,Mumbai,Upper-Middle,1653,GoodGrain Grocery 898,Grocery,GoodGrain,187.84,4.0,2024-10-02 03:55:04
240,Shreya Singh,32,Male,Kolkata,Upper-Middle,1545,Funfinity Toy 830,Toys,Funfinity,3948.44,4.2,2024-10-02 04:45:04
520,Kavya Reddy,29,Other,Kolkata,Upper-Middle,1996,Tailspin Pet 337,Pets,Tailspin,6632.44,4.9,2024-10-02 05:11:04
872,Advika Sharma,24,Female,Kolkata,Lower-Middle,1782,Silka Beauty 480,Beauty,Silka,2299.9,3.8,2024-10-02 05:27:04
893,Aarav Patel,18,Other,Bengaluru,Middle,1731,Leaf&Line Book 689,Books,Leaf&Line,597.58,4.5,2024-10-02 06:57:04
414,Tarun Mukherjee,33,Female,Kolkata,Low,1904,RidePro Automotive 841,Automotive,RidePro,882.37,3.0,2024-10-02 09:24:04
116,Shreya Mukherjee,45,Female,Ahmedabad,Low,1562,Pageturn Book 931,Books,Pageturn,1292.66,3.7,2024-10-02 10:18:04
117,Zara Iyer,35,Male,Pune,Lower-Middle,1969,GlowGrid Home 620,Home,GlowGrid,11883.94,4.2,2024-10-02 10:42:04
142,Saanvi Nair,35,Male,Jaipur,Low,1796,Auralux Electronic 367,Electronics,Auralux,20272.22,5.0,2024-10-02 14:13:04
109,Kavya Nair,29,Female,Kolkata,Middle,1223,PureFarm Grocery 251,Grocery,PureFarm,594.23,4.3,2024-10-02 14:37:04
230,Advika Nair,29,Male,Ahmedabad,Low,1508,Lumine Beauty 937,Beauty,Lumine,3383.37,3.4,2024-10-02 15:50:04
316,Aarav Singh,36,Male,Ahmedabad,Middle,1173,Homely Home 773,Home,Homely,22797.36,4.2,2024-10-02 15:59:04
86,Zara Nair,25,Female,Kolkata,Lower-Middle,1288,Saffra Fashion 977,Fashion,Saffra,5026.6,4.6,2024-10-02 16:15:04
679,Neeraj Singh,32,Other,Kochi,Upper-Middle,1121,Flexion Sport 723,Sports,Flexion,3775.07,3.7,2024-10-02 16:31:04
647,Diya Patel,18,Male,Hyderabad,Upper-Middle,1634,Auralux Electronic 100,Electronics,Auralux,59002.68,3.8,2024-10-02 19:09:04
750,Mira Patel,34,Male,Kolkata,High,1389,Tailspin Pet 588,Pets,Tailspin,4812.43,4.7,2024-10-02 19:15:04
768,Ishan Nair,33,Female,Jaipur,Upper-Middle,1715,Pageturn Book 886,Books,Pageturn,1220.59,4.4,2024-10-02 19:29:04
103,Tarun Mukherjee,32,Female,Kolkata,Middle,1577,GlowGrid Home 541,Home,GlowGrid,21293.1,3.0,2024-10-02 20:42:04
829,Nikhil Iyer,31,Male,Delhi,Upper-Middle,1628,GlowGrid Home 629,Home,GlowGrid,15985.97,5.0,2024-10-02 22:13:04
457,Neeraj Iyer,41,Male,Kochi,Upper-Middle,1876,Homely Home 377,Home,Homely,2834.51,4.0,2024-10-03 01:13:04
361,Vikram Khan,39,Male,Kochi,Low,1277,Strider Sport 496,Sports,Strider,15429.73,4.6,2024-10-03 02:24:04
